"metric","dataset","method","seed","value"
"Macro-F1","Bird","EBCC","46","88.5714"
"Macro-F1","CF","EBCC","42","76.8946"
"Macro-F1","CF","EBCC","43","76.5766"
"Macro-F1","CF","EBCC","44","71.132"
"Macro-F1","CF","EBCC","45","75.2293"
"Macro-F1","CF","EBCC","46","76.5579"
"Macro-F1","CF*","EBCC","42","69.7952"
"Macro-F1","CF*","EBCC","43","69.7148"
"Macro-F1","CF*","EBCC","44","69.7357"
"Macro-F1","CF*","EBCC","45","69.4421"
"Macro-F1","CF*","EBCC","46","69.4564"
"Macro-F1","Face","EBCC","42","60.6796"
"Macro-F1","Face","EBCC","43","60.6825"
"Macro-F1","Face","EBCC","44","60.5776"
"Macro-F1","Face","EBCC","45","61.4474"
"Macro-F1","Face","EBCC","46","59.9172"
"Macro-F1","LabelMe","EBCC","42","78.1765"
"Macro-F1","LabelMe","EBCC","43","78.1765"
"Macro-F1","LabelMe","EBCC","44","78.1765"
"Macro-F1","LabelMe","EBCC","45","78.1765"
"Macro-F1","LabelMe","EBCC","46","78.1765"
"Macro-F1","MS","EBCC","42","79.0467"
"Macro-F1","MS","EBCC","43","79.3093"
"Macro-F1","MS","EBCC","44","79.0467"
"Macro-F1","MS","EBCC","45","79.1739"
"Macro-F1","MS","EBCC","46","79.0467"
"Macro-F1","Possent","EBCC","42","95.9846"
"Macro-F1","Possent","EBCC","43","95.9846"
"Macro-F1","Possent","EBCC","44","95.9846"
"Macro-F1","Possent","EBCC","45","95.9846"
"Macro-F1","Possent","EBCC","46","95.9846"
"Macro-F1","RTE","EBCC","42","93.1226"
"Macro-F1","RTE","EBCC","43","93.1226"
"Macro-F1","RTE","EBCC","44","93.1226"
"Macro-F1","RTE","EBCC","45","92.4977"
"Macro-F1","RTE","EBCC","46","92.4977"
"Macro-F1","Temp","EBCC","42","94.0837"
"Macro-F1","Temp","EBCC","43","94.0837"
"Macro-F1","Temp","EBCC","44","94.0837"
"Macro-F1","Temp","EBCC","45","94.0837"
"Macro-F1","Temp","EBCC","46","94.0837"
"Macro-F1","Bird","GCRN","42","86.8154865713289"
"Macro-F1","Bird","GCRN","43","87.7261998426436"
"Macro-F1","Bird","GCRN","44","87.7859939103958"
"Macro-F1","Bird","GCRN","45","89.7080481677207"
"Macro-F1","Bird","GCRN","46","89.7080481677207"
"Macro-F1","CF","GCRN","42","72.2917248570798"
"Macro-F1","CF","GCRN","43","72.6676498847947"
"Macro-F1","CF","GCRN","44","81.4093115484996"
"Macro-F1","CF","GCRN","45","72.2709064272223"
"Macro-F1","CF","GCRN","46","72.7217216791673"
"Macro-F1","CF*","GCRN","42","70.2709134169625"
"Macro-F1","CF*","GCRN","43","69.9147189362842"
"Macro-F1","CF*","GCRN","44","70.0448751512863"
"Macro-F1","CF*","GCRN","45","70.1857202699515"
"Macro-F1","CF*","GCRN","46","70.024582247901"
"Macro-F1","Face","GCRN","42","65.1721662740794"
"Macro-F1","Face","GCRN","43","65.3506666166406"
"Macro-F1","Face","GCRN","44","66.1562323523381"
"Macro-F1","Face","GCRN","45","66.4190475693006"
"Macro-F1","Face","GCRN","46","66.3077111328226"
"Macro-F1","LabelMe","GCRN","42","78.0352398265023"
"Macro-F1","LabelMe","GCRN","43","77.3415815614282"
"Macro-F1","LabelMe","GCRN","44","76.8654972563367"
"Macro-F1","LabelMe","GCRN","45","79.3314669880199"
"Macro-F1","LabelMe","GCRN","46","78.5672469753523"
"Macro-F1","MS","GCRN","42","77.9491405080236"
"Macro-F1","MS","GCRN","43","76.764132295751"
"Macro-F1","MS","GCRN","44","76.1804473914749"
"Macro-F1","MS","GCRN","45","78.648782429839"
"Macro-F1","MS","GCRN","46","77.8333889496184"
"Macro-F1","Possent","GCRN","42","96.3842497920944"
"Macro-F1","Possent","GCRN","43","96.483256785556"
"Macro-F1","Possent","GCRN","44","95.9767617760183"
"Macro-F1","Possent","GCRN","45","96.4851497577264"
"Macro-F1","Possent","GCRN","46","95.8866356793221"
"Macro-F1","RTE","GCRN","42","92.9999562497266"
"Macro-F1","RTE","GCRN","43","92.8717811636817"
"Macro-F1","RTE","GCRN","44","93.7498437460937"
"Macro-F1","RTE","GCRN","45","92.9996062278503"
"Macro-F1","RTE","GCRN","46","93.2479321792299"
"Macro-F1","Temp","GCRN","42","94.5321561294293"
"Macro-F1","Temp","GCRN","43","94.0893561975521"
"Macro-F1","Temp","GCRN","44","94.7485080988917"
"Macro-F1","Temp","GCRN","45","94.7485080988917"
"Macro-F1","Temp","GCRN","46","94.1047756326945"
"Macro-F1","Bird","GLAD","42","74.1355"
"Macro-F1","Bird","GLAD","43","74.1355"
"Macro-F1","Bird","GLAD","44","74.1355"
"Macro-F1","Bird","GLAD","45","74.1355"
"Macro-F1","Bird","GLAD","46","74.1355"
"Macro-F1","CF","GLAD","42","77.9813"
"Macro-F1","CF","GLAD","43","77.9813"
"Macro-F1","CF","GLAD","44","77.9813"
"Macro-F1","CF","GLAD","45","77.9813"
"Macro-F1","CF","GLAD","46","77.9813"
"Macro-F1","CF*","GLAD","42","73.0482"
"Macro-F1","CF*","GLAD","43","73.0482"
"Macro-F1","CF*","GLAD","44","73.0482"
"Macro-F1","CF*","GLAD","45","73.0482"
"Macro-F1","CF*","GLAD","46","73.0482"
"Macro-F1","Face","GLAD","42","61.0103"
"Macro-F1","Face","GLAD","43","61.0103"
"Macro-F1","Face","GLAD","44","61.0103"
"Macro-F1","Face","GLAD","45","61.0103"
"Macro-F1","Face","GLAD","46","61.0103"
"Macro-F1","LabelMe","GLAD","42","76.6875"
"Macro-F1","LabelMe","GLAD","43","76.6875"
"Macro-F1","LabelMe","GLAD","44","76.6875"
"Macro-F1","LabelMe","GLAD","45","76.6875"
"Macro-F1","LabelMe","GLAD","46","76.6875"
"Macro-F1","MS","GLAD","42","78.866"
"Macro-F1","MS","GLAD","43","78.866"
"Macro-F1","MS","GLAD","44","78.866"
"Macro-F1","MS","GLAD","45","78.866"
"Macro-F1","MS","GLAD","46","78.866"
"Macro-F1","Possent","GLAD","42","95.159"
"Macro-F1","Possent","GLAD","43","95.159"
"Macro-F1","Possent","GLAD","44","95.159"
"Macro-F1","Possent","GLAD","45","95.159"
"Macro-F1","Possent","GLAD","46","95.159"
"Macro-F1","RTE","GLAD","42","92.497"
"Macro-F1","RTE","GLAD","43","92.497"
"Macro-F1","RTE","GLAD","44","92.497"
"Macro-F1","RTE","GLAD","45","92.497"
"Macro-F1","RTE","GLAD","46","92.497"
"Macro-F1","Temp","GLAD","42","93.1863"
"Macro-F1","Temp","GLAD","43","93.1863"
"Macro-F1","Temp","GLAD","44","93.1863"
"Macro-F1","Temp","GLAD","45","93.1863"
"Macro-F1","Temp","GLAD","46","93.1863"
"Macro-F1","Bird","GOVERN","42","79.2593"
"Macro-F1","Bird","GOVERN","43","88.5714"
"Macro-F1","Bird","GOVERN","44","81.9604"
"Macro-F1","Bird","GOVERN","45","84.7619"
"Macro-F1","Bird","GOVERN","46","86.7461"
"Macro-F1","CF","GOVERN","42","81.6417"
"Macro-F1","CF","GOVERN","43","72.4464"
"Macro-F1","CF","GOVERN","44","71.9637"
"Macro-F1","CF","GOVERN","45","81.8748"
"Macro-F1","CF","GOVERN","46","82.5689"
"Macro-F1","CF*","GOVERN","42","68.9283"
"Macro-F1","CF*","GOVERN","43","68.9287"
"Macro-F1","CF*","GOVERN","44","68.8635"
"Macro-F1","CF*","GOVERN","45","69.1248"
"Macro-F1","CF*","GOVERN","46","69.0814"
"Macro-F1","Face","GOVERN","42","65.6228"
"Macro-F1","Face","GOVERN","43","62.8367"
"Macro-F1","Face","GOVERN","44","64.0146"
"Macro-F1","Face","GOVERN","45","65.5083"
"Macro-F1","Face","GOVERN","46","65.8613"
"Macro-F1","LabelMe","GOVERN","42","77.8811"
"Macro-F1","LabelMe","GOVERN","43","77.9681"
"Macro-F1","LabelMe","GOVERN","44","76.8851"
"Macro-F1","LabelMe","GOVERN","45","77.3175"
"Macro-F1","LabelMe","GOVERN","46","76.6387"
"Macro-F1","MS","GOVERN","42","78.3393"
"Macro-F1","MS","GOVERN","43","78.8494"
"Macro-F1","MS","GOVERN","44","78.3504"
"Macro-F1","MS","GOVERN","45","75.878"
"Macro-F1","MS","GOVERN","46","71.8526"
"Macro-F1","Possent","GOVERN","42","95.9814"
"Macro-F1","Possent","GOVERN","43","95.4717"
"Macro-F1","Possent","GOVERN","44","95.7743"
"Macro-F1","Possent","GOVERN","45","95.7743"
"Macro-F1","Possent","GOVERN","46","95.9755"
"Macro-F1","RTE","GOVERN","42","93.375"
"Macro-F1","RTE","GOVERN","43","92.6241"
"Macro-F1","RTE","GOVERN","44","93.25"
"Macro-F1","RTE","GOVERN","45","93.0"
"Macro-F1","RTE","GOVERN","46","92.6249"
"Macro-F1","Temp","GOVERN","42","93.63270427100214"
"Macro-F1","Temp","GOVERN","43","94.09986803456644"
"Macro-F1","Temp","GOVERN","44","93.83542059815863"
"Macro-F1","Temp","GOVERN","45","94.32078219263576"
"Macro-F1","Temp","GOVERN","46","94.32078219263576"
"Macro-F1","Bird","MV","42","74.1912"
"Macro-F1","Bird","MV","43","74.1912"
"Macro-F1","Bird","MV","44","74.1912"
"Macro-F1","Bird","MV","45","74.1912"
"Macro-F1","Bird","MV","46","74.1912"
"Macro-F1","CF","MV","42","77.4342"
"Macro-F1","CF","MV","43","80.074"
"Macro-F1","CF","MV","44","78.8557"
"Macro-F1","CF","MV","45","79.5799"
"Macro-F1","CF","MV","46","79.3036"
"Macro-F1","CF*","MV","42","73.0831"
"Macro-F1","CF*","MV","43","73.0606"
"Macro-F1","CF*","MV","44","73.0357"
"Macro-F1","CF*","MV","45","72.7936"
"Macro-F1","CF*","MV","46","72.494"
"Macro-F1","Face","MV","42","61.6449"
"Macro-F1","Face","MV","43","61.5427"
"Macro-F1","Face","MV","44","61.4833"
"Macro-F1","Face","MV","45","61.4814"
"Macro-F1","Face","MV","46","61.9702"
"Macro-F1","LabelMe","MV","42","75.9447"
"Macro-F1","LabelMe","MV","43","75.1675"
"Macro-F1","LabelMe","MV","44","75.5742"
"Macro-F1","LabelMe","MV","45","75.9209"
"Macro-F1","LabelMe","MV","46","76.7372"
"Macro-F1","MS","MV","42","72.8235"
"Macro-F1","MS","MV","43","71.0349"
"Macro-F1","MS","MV","44","71.2703"
"Macro-F1","MS","MV","45","71.0456"
"Macro-F1","MS","MV","46","70.2799"
"Macro-F1","Possent","MV","42","92.9572"
"Macro-F1","Possent","MV","43","93.3675"
"Macro-F1","Possent","MV","44","93.1702"
"Macro-F1","Possent","MV","45","93.5666"
"Macro-F1","Possent","MV","46","93.2679"
"Macro-F1","RTE","MV","42","89.8533"
"Macro-F1","RTE","MV","43","89.9668"
"Macro-F1","RTE","MV","44","91.236"
"Macro-F1","RTE","MV","45","89.8533"
"Macro-F1","RTE","MV","46","89.4763"
"Macro-F1","Temp","MV","42","93.2314"
"Macro-F1","Temp","MV","43","93.0159"
"Macro-F1","Temp","MV","44","93.2199"
"Macro-F1","Temp","MV","45","93.6681"
"Macro-F1","Temp","MV","46","93.0159"
"Macro-F1","Bird","PM","42","77.0489"
"Macro-F1","Bird","PM","43","77.0489"
"Macro-F1","Bird","PM","44","77.0489"
"Macro-F1","Bird","PM","45","77.0489"
"Macro-F1","Bird","PM","46","77.0489"
"Macro-F1","CF","PM","42","77.9205"
"Macro-F1","CF","PM","43","78.6984"
"Macro-F1","CF","PM","44","78.7032"
"Macro-F1","CF","PM","45","77.1763"
"Macro-F1","CF","PM","46","78.3246"
"Macro-F1","CF*","PM","42","73.3996"
"Macro-F1","CF*","PM","43","73.4107"
"Macro-F1","CF*","PM","44","73.421"
"Macro-F1","CF*","PM","45","73.4107"
"Macro-F1","CF*","PM","46","73.421"
"Macro-F1","Face","PM","42","57.7858"
"Macro-F1","Face","PM","43","57.7858"
"Macro-F1","Face","PM","44","57.7858"
"Macro-F1","Face","PM","45","57.7858"
"Macro-F1","Face","PM","46","57.7858"
"Macro-F1","LabelMe","PM","42","73.4317"
"Macro-F1","LabelMe","PM","43","73.5192"
"Macro-F1","LabelMe","PM","44","73.2802"
"Macro-F1","LabelMe","PM","45","72.9144"
"Macro-F1","LabelMe","PM","46","73.8312"
"Macro-F1","MS","PM","42","79.9559"
"Macro-F1","MS","PM","43","79.649"
"Macro-F1","MS","PM","44","80.1095"
"Macro-F1","MS","PM","45","79.9224"
"Macro-F1","MS","PM","46","79.7374"
"Macro-F1","Possent","PM","42","95.0573"
"Macro-F1","Possent","PM","43","94.9554"
"Macro-F1","Possent","PM","44","95.0573"
"Macro-F1","Possent","PM","45","95.0573"
"Macro-F1","Possent","PM","46","95.0573"
"Macro-F1","RTE","PM","42","91.9999"
"Macro-F1","RTE","PM","43","92.25"
"Macro-F1","RTE","PM","44","91.9999"
"Macro-F1","RTE","PM","45","92.125"
"Macro-F1","RTE","PM","46","92.25"
"Macro-F1","Temp","PM","42","94.0779"
"Macro-F1","Temp","PM","43","94.3001"
"Macro-F1","Temp","PM","44","94.0837"
"Macro-F1","Temp","PM","45","94.5166"
"Macro-F1","Temp","PM","46","94.0894"
"Macro-F1","Bird","TiReMGE","42","35.7143"
"Macro-F1","Bird","TiReMGE","43","35.7143"
"Macro-F1","Bird","TiReMGE","44","35.7143"
"Macro-F1","Bird","TiReMGE","45","35.7143"
"Macro-F1","Bird","TiReMGE","46","35.7143"
"Macro-F1","CF","TiReMGE","42","77.754"
"Macro-F1","CF","TiReMGE","43","77.5294"
"Macro-F1","CF","TiReMGE","44","77.5294"
"Macro-F1","CF","TiReMGE","45","77.4118"
"Macro-F1","CF","TiReMGE","46","75.8514"
"Macro-F1","CF*","TiReMGE","42","68.6766"
"Macro-F1","CF*","TiReMGE","43","68.7068"
"Macro-F1","CF*","TiReMGE","44","68.7068"
"Macro-F1","CF*","TiReMGE","45","68.7068"
"Macro-F1","CF*","TiReMGE","46","68.4478"
"Macro-F1","Face","TiReMGE","42","61.0147"
"Macro-F1","Face","TiReMGE","43","61.1871"
"Macro-F1","Face","TiReMGE","44","61.0147"
"Macro-F1","Face","TiReMGE","45","61.1576"
"Macro-F1","Face","TiReMGE","46","61.2178"
"Macro-F1","LabelMe","TiReMGE","42","76.1475"
"Macro-F1","LabelMe","TiReMGE","43","76.2416"
"Macro-F1","LabelMe","TiReMGE","44","76.1791"
"Macro-F1","LabelMe","TiReMGE","45","75.9588"
"Macro-F1","LabelMe","TiReMGE","46","75.8562"
"Macro-F1","MS","TiReMGE","42","71.3331"
"Macro-F1","MS","TiReMGE","43","71.199"
"Macro-F1","MS","TiReMGE","44","71.2959"
"Macro-F1","MS","TiReMGE","45","71.5192"
"Macro-F1","MS","TiReMGE","46","71.913"
"Macro-F1","Possent","TiReMGE","42","93.7729"
"Macro-F1","Possent","TiReMGE","43","93.6584"
"Macro-F1","Possent","TiReMGE","44","93.8757"
"Macro-F1","Possent","TiReMGE","45","93.6584"
"Macro-F1","Possent","TiReMGE","46","93.5545"
"Macro-F1","RTE","TiReMGE","42","91.6234"
"Macro-F1","RTE","TiReMGE","43","91.6234"
"Macro-F1","RTE","TiReMGE","44","91.6234"
"Macro-F1","RTE","TiReMGE","45","87.3979"
"Macro-F1","RTE","TiReMGE","46","91.6234"
"Macro-F1","Temp","TiReMGE","42","93.8616"
"Macro-F1","Temp","TiReMGE","43","93.8616"
"Macro-F1","Temp","TiReMGE","44","93.8616"
"Macro-F1","Temp","TiReMGE","45","93.8616"
"Macro-F1","Temp","TiReMGE","46","93.8616"
"Weighted-F1","Bird","BWA","42","74.4779"
"Weighted-F1","Bird","BWA","43","74.4779"
"Weighted-F1","Bird","BWA","44","74.4779"
"Weighted-F1","Bird","BWA","45","74.4779"
"Weighted-F1","Bird","BWA","46","74.4779"
"Weighted-F1","CF","BWA","42","89.2464"
"Weighted-F1","CF","BWA","43","89.2464"
"Weighted-F1","CF","BWA","44","89.2464"
"Weighted-F1","CF","BWA","45","89.2464"
"Weighted-F1","CF","BWA","46","89.2464"
"Weighted-F1","CF*","BWA","42","84.8055"
"Weighted-F1","CF*","BWA","43","84.8055"
"Weighted-F1","CF*","BWA","44","84.8055"
"Weighted-F1","CF*","BWA","45","84.8055"
"Weighted-F1","CF*","BWA","46","84.8055"
"Weighted-F1","Face","BWA","42","59.4687"
"Weighted-F1","Face","BWA","43","59.4687"
"Weighted-F1","Face","BWA","44","59.4687"
"Weighted-F1","Face","BWA","45","59.4687"
"Weighted-F1","Face","BWA","46","59.4687"
"Weighted-F1","LabelMe","BWA","42","76.9882"
"Weighted-F1","LabelMe","BWA","43","76.9882"
"Weighted-F1","LabelMe","BWA","44","76.9882"
"Weighted-F1","LabelMe","BWA","45","76.9882"
"Weighted-F1","LabelMe","BWA","46","76.9882"
"Weighted-F1","MS","BWA","42","78.8966"
"Weighted-F1","MS","BWA","43","78.8966"
"Weighted-F1","MS","BWA","44","78.8966"
"Weighted-F1","MS","BWA","45","78.8966"
"Weighted-F1","MS","BWA","46","78.8966"
"Weighted-F1","Possent","BWA","42","95.5886"
"Weighted-F1","Possent","BWA","43","95.5886"
"Weighted-F1","Possent","BWA","44","95.5886"
"Weighted-F1","Possent","BWA","45","95.5886"
"Weighted-F1","Possent","BWA","46","95.5886"
"Weighted-F1","RTE","BWA","42","92.7498"
"Weighted-F1","RTE","BWA","43","92.7498"
"Weighted-F1","RTE","BWA","44","92.7498"
"Weighted-F1","RTE","BWA","45","92.7498"
"Weighted-F1","RTE","BWA","46","92.7498"
"Weighted-F1","Temp","BWA","42","93.9454"
"Weighted-F1","Temp","BWA","43","93.9454"
"Weighted-F1","Temp","BWA","44","93.9454"
"Weighted-F1","Temp","BWA","45","93.9454"
"Weighted-F1","Temp","BWA","46","93.9454"
"Weighted-F1","Bird","CrowdFM","42","79.8354"
"Weighted-F1","Bird","CrowdFM","43","79.9831"
"Weighted-F1","Bird","CrowdFM","44","76.8627"
"Weighted-F1","Bird","CrowdFM","45","77.7336"
"Weighted-F1","Bird","CrowdFM","46","80.1138"
"Weighted-F1","CF","CrowdFM","42","88.1753"
"Weighted-F1","CF","CrowdFM","43","87.6463"
"Weighted-F1","CF","CrowdFM","44","88.2623"
"Weighted-F1","CF","CrowdFM","45","89.3385"
"Weighted-F1","CF","CrowdFM","46","88.6875"
"Weighted-F1","CF*","CrowdFM","42","84.0965"
"Weighted-F1","CF*","CrowdFM","43","86.0421"
"Weighted-F1","CF*","CrowdFM","44","84.7897"
"Weighted-F1","CF*","CrowdFM","45","84.4493"
"Weighted-F1","CF*","CrowdFM","46","85.323"
"Weighted-F1","Face","CrowdFM","42","61.6444"
"Weighted-F1","Face","CrowdFM","43","62.0846"
"Weighted-F1","Face","CrowdFM","44","63.252"
"Weighted-F1","Face","CrowdFM","45","61.8963"
"Weighted-F1","Face","CrowdFM","46","62.896"
"Weighted-F1","LabelMe","CrowdFM","42","76.1463"
"Weighted-F1","LabelMe","CrowdFM","43","76.2589"
"Weighted-F1","LabelMe","CrowdFM","44","76.2292"
"Weighted-F1","LabelMe","CrowdFM","45","77.4134"
"Weighted-F1","LabelMe","CrowdFM","46","77.2434"
"Weighted-F1","MS","CrowdFM","42","79.8189"
"Weighted-F1","MS","CrowdFM","43","80.7433"
"Weighted-F1","MS","CrowdFM","44","79.8587"
"Weighted-F1","MS","CrowdFM","45","80.1878"
"Weighted-F1","MS","CrowdFM","46","80.1505"
"Weighted-F1","Possent","CrowdFM","42","94.6943"
"Weighted-F1","Possent","CrowdFM","43","95.2894"
"Weighted-F1","Possent","CrowdFM","44","94.6961"
"Weighted-F1","Possent","CrowdFM","45","95.1897"
"Weighted-F1","Possent","CrowdFM","46","95.4918"
"Weighted-F1","RTE","CrowdFM","42","90.7333"
"Weighted-F1","RTE","CrowdFM","43","92.2461"
"Weighted-F1","RTE","CrowdFM","44","91.491"
"Weighted-F1","RTE","CrowdFM","45","91.236"
"Weighted-F1","RTE","CrowdFM","46","91.8713"
"Weighted-F1","Temp","CrowdFM","42","94.1653"
"Weighted-F1","Temp","CrowdFM","43","94.3825"
"Weighted-F1","Temp","CrowdFM","44","93.9454"
"Weighted-F1","Temp","CrowdFM","45","94.3803"
"Weighted-F1","Temp","CrowdFM","46","94.1695"
"Weighted-F1","Bird","DS","42","87.873"
"Weighted-F1","Bird","DS","43","87.873"
"Weighted-F1","Bird","DS","44","87.873"
"Weighted-F1","Bird","DS","45","87.873"
"Weighted-F1","Bird","DS","46","87.873"
"Weighted-F1","CF","DS","42","81.9189"
"Weighted-F1","CF","DS","43","81.9189"
"Weighted-F1","CF","DS","44","81.9189"
"Weighted-F1","CF","DS","45","81.9189"
"Weighted-F1","CF","DS","46","81.9189"
"Weighted-F1","CF*","DS","42","84.9997"
"Weighted-F1","CF*","DS","43","84.9997"
"Weighted-F1","CF*","DS","44","84.9997"
"Weighted-F1","CF*","DS","45","84.9997"
"Weighted-F1","CF*","DS","46","84.9997"
"Weighted-F1","Face","DS","42","62.6331"
"Weighted-F1","Face","DS","43","62.6331"
"Weighted-F1","Face","DS","44","62.6331"
"Weighted-F1","Face","DS","45","62.6331"
"Weighted-F1","Face","DS","46","62.6331"
"Weighted-F1","LabelMe","DS","42","78.8106"
"Weighted-F1","LabelMe","DS","43","78.8106"
"Weighted-F1","LabelMe","DS","44","78.8106"
"Weighted-F1","LabelMe","DS","45","78.8106"
"Weighted-F1","LabelMe","DS","46","78.8106"
"Weighted-F1","MS","DS","42","76.6949"
"Weighted-F1","MS","DS","43","76.6949"
"Weighted-F1","MS","DS","44","76.6949"
"Weighted-F1","MS","DS","45","76.6949"
"Weighted-F1","MS","DS","46","76.6949"
"Weighted-F1","Possent","DS","42","95.9931"
"Weighted-F1","Possent","DS","43","95.9931"
"Weighted-F1","Possent","DS","44","95.9931"
"Weighted-F1","Possent","DS","45","95.9931"
"Weighted-F1","Possent","DS","46","95.9931"
"Weighted-F1","RTE","DS","42","92.7471"
"Weighted-F1","RTE","DS","43","92.7471"
"Weighted-F1","RTE","DS","44","92.7471"
"Weighted-F1","RTE","DS","45","92.7471"
"Weighted-F1","RTE","DS","46","92.7471"
"Weighted-F1","Temp","DS","42","94.1653"
"Weighted-F1","Temp","DS","43","94.1653"
"Weighted-F1","Temp","DS","44","94.1653"
"Weighted-F1","Temp","DS","45","94.1653"
"Weighted-F1","Temp","DS","46","94.1653"
"Weighted-F1","Bird","EBCC","42","85.9477"
"Weighted-F1","Bird","EBCC","43","86.0073"
"Weighted-F1","Bird","EBCC","44","87.9156"
"Weighted-F1","Bird","EBCC","45","88.7831"
"Weighted-F1","Bird","EBCC","46","88.7831"
"Weighted-F1","CF","EBCC","42","87.1268"
"Weighted-F1","CF","EBCC","43","86.7851"
"Weighted-F1","CF","EBCC","44","86.6453"
"Weighted-F1","CF","EBCC","45","87.3944"
"Weighted-F1","CF","EBCC","46","86.7986"
"Weighted-F1","CF*","EBCC","42","84.819"
"Weighted-F1","CF*","EBCC","43","84.7939"
"Weighted-F1","CF*","EBCC","44","84.8315"
"Weighted-F1","CF*","EBCC","45","84.4927"
"Weighted-F1","CF*","EBCC","46","84.4646"
"Weighted-F1","Face","EBCC","42","60.6796"
"Weighted-F1","Face","EBCC","43","60.6825"
"Weighted-F1","Face","EBCC","44","60.5776"
"Weighted-F1","Face","EBCC","45","61.4474"
"Weighted-F1","Face","EBCC","46","59.9172"
"Weighted-F1","LabelMe","EBCC","42","78.0245"
"Weighted-F1","LabelMe","EBCC","43","78.0245"
"Weighted-F1","LabelMe","EBCC","44","78.0245"
"Weighted-F1","LabelMe","EBCC","45","78.0245"
"Weighted-F1","LabelMe","EBCC","46","78.0245"
"Weighted-F1","MS","EBCC","42","78.9684"
"Weighted-F1","MS","EBCC","43","79.2399"
"Weighted-F1","MS","EBCC","44","78.9684"
"Weighted-F1","MS","EBCC","45","79.1048"
"Weighted-F1","MS","EBCC","46","78.9684"
"Weighted-F1","Possent","EBCC","42","95.9985"
"Weighted-F1","Possent","EBCC","43","95.9985"
"Weighted-F1","Possent","EBCC","44","95.9985"
"Weighted-F1","Possent","EBCC","45","95.9985"
"Weighted-F1","Possent","EBCC","46","95.9985"
"Weighted-F1","RTE","EBCC","42","93.1226"
"Weighted-F1","RTE","EBCC","43","93.1226"
"Weighted-F1","RTE","EBCC","44","93.1226"
"Weighted-F1","RTE","EBCC","45","92.4977"
"Weighted-F1","RTE","EBCC","46","92.4977"
"Weighted-F1","Temp","EBCC","42","94.1629"
"Weighted-F1","Temp","EBCC","43","94.1629"
"Weighted-F1","Temp","EBCC","44","94.1629"
"Weighted-F1","Temp","EBCC","45","94.1629"
"Weighted-F1","Temp","EBCC","46","94.1629"
"Weighted-F1","Bird","GCRN","42","87.0053869705073"
"Weighted-F1","Bird","GCRN","43","87.9156103388991"
"Weighted-F1","Bird","GCRN","44","87.9493499589193"
"Weighted-F1","Bird","GCRN","45","89.8245208736415"
"Weighted-F1","Bird","GCRN","46","89.8245208736415"
"Weighted-F1","CF","GCRN","42","88.0461880086616"
"Weighted-F1","CF","GCRN","43","88.6866736938824"
"Weighted-F1","CF","GCRN","44","89.2834205166227"
"Weighted-F1","CF","GCRN","45","88.0931668599519"
"Weighted-F1","CF","GCRN","46","88.6948170320963"
"Weighted-F1","CF*","GCRN","42","85.5360426172449"
"Weighted-F1","CF*","GCRN","43","85.1377249668512"
"Weighted-F1","CF*","GCRN","44","85.2060634672664"
"Weighted-F1","CF*","GCRN","45","85.335988339251"
"Weighted-F1","CF*","GCRN","46","85.2087924836135"
"Weighted-F1","Face","GCRN","42","65.1721662740794"
"Weighted-F1","Face","GCRN","43","65.3506666166406"
"Weighted-F1","Face","GCRN","44","66.1562323523381"
"Weighted-F1","Face","GCRN","45","66.4190475693006"
"Weighted-F1","Face","GCRN","46","66.3077111328226"
"Weighted-F1","LabelMe","GCRN","42","78.1206463886694"
"Weighted-F1","LabelMe","GCRN","43","77.2653131203956"
"Weighted-F1","LabelMe","GCRN","44","76.9294952442718"
"Weighted-F1","LabelMe","GCRN","45","79.269265525763"
"Weighted-F1","LabelMe","GCRN","46","78.5230346628782"
"Weighted-F1","MS","GCRN","42","77.7480623168206"
"Weighted-F1","MS","GCRN","43","76.7018625204542"
"Weighted-F1","MS","GCRN","44","76.0525145765759"
"Weighted-F1","MS","GCRN","45","78.5529031788656"
"Weighted-F1","MS","GCRN","46","77.7520585896331"
"Weighted-F1","Possent","GCRN","42","96.3976136048628"
"Weighted-F1","Possent","GCRN","43","96.4968454813366"
"Weighted-F1","Possent","GCRN","44","95.9938846778996"
"Weighted-F1","Possent","GCRN","45","96.4979438126083"
"Weighted-F1","Possent","GCRN","46","95.8997655382337"
"Weighted-F1","RTE","GCRN","42","92.9999562497266"
"Weighted-F1","RTE","GCRN","43","92.8717811636817"
"Weighted-F1","RTE","GCRN","44","93.7498437460937"
"Weighted-F1","RTE","GCRN","45","92.9996062278503"
"Weighted-F1","RTE","GCRN","46","93.2479321792299"
"Weighted-F1","Temp","GCRN","42","94.5995806766986"
"Weighted-F1","Temp","GCRN","43","94.1653424356001"
"Weighted-F1","Temp","GCRN","44","94.8146425895786"
"Weighted-F1","Temp","GCRN","45","94.8146425895786"
"Weighted-F1","Temp","GCRN","46","94.1712834767964"
"Weighted-F1","Bird","GLAD","42","75.0668"
"Weighted-F1","Bird","GLAD","43","75.0668"
"Weighted-F1","Bird","GLAD","44","75.0668"
"Weighted-F1","Bird","GLAD","45","75.0668"
"Weighted-F1","Bird","GLAD","46","75.0668"
"Weighted-F1","CF","GLAD","42","87.9703"
"Weighted-F1","CF","GLAD","43","87.9703"
"Weighted-F1","CF","GLAD","44","87.9703"
"Weighted-F1","CF","GLAD","45","87.9703"
"Weighted-F1","CF","GLAD","46","87.9703"
